FEATURE_ID,FEATURE_NA,LATITUDE,LONGITUDE,OID_,FEATURE__1,FEATURE__2,FEATURE_CL,STATE_ALPH,STATE_NUME,COUNTY_NAM,COUNTY_NUM,PRIMARY_LA,PRIMARY_LO,PRIMARY__1,PRIMARY__2,SOURCE_LAT,SOURCE_LON,SOURCE_L_1,SOURCE_L_2,ELEVATION,MAP_NAME
      888410.000000,Division Tank,          35.466715,        -103.573573,23885,888410,Division Tank,Reservoir,NM,35,Harding,21,352800N,1033425W,                 35,               -104,,,,,1218,Montesito
      888432.000000,Dog Town Tank,          33.475909,        -106.241391,23886,888432,Dog Town Tank,Reservoir,NM,35,Lincoln,27,332833N,1061429W,                 33,               -106,,,,,1372,Three Riv
      888438.000000,Dogs Head Tank,          32.247583,        -108.663664,23887,888438,Dogs Head Tank,Reservoir,NM,35,Hidalgo,23,321451N,1083949W,                 32,               -109,,,,,1345,Pyramid P
      888440.000000,Doll Day Tank,          32.605106,        -105.291364,23888,888440,Doll Day Tank,Reservoir,NM,35,Chaves,5,323618N,1051729W,                 33,               -105,,,,,1713,Cornucopi
      888441.000000,Dollar Tank,          33.049794,        -107.585865,23889,888441,Dollar Tank,Reservoir,NM,35,Sierra,51,330259N,1073509W,                 33,               -108,,,,,1833,Bell Moun
      888456.000000,Donnis Tank,          34.205068,        -106.641684,23890,888456,Donnis Tank,Reservoir,NM,35,Socorro,53,341218N,1063830W,                 34,               -107,,,,,1795,Sierra De
      888457.000000,Dons Tank,          32.368972,        -108.456994,23891,888457,Dons Tank,Reservoir,NM,35,Grant,17,322208N,1082725W,                 32,               -108,,,,,1753,Ninetysix
      888462.000000,Dooley Tank,          33.755644,        -104.180522,23892,888462,Dooley Tank,Reservoir,NM,35,Chaves,5,334520N,1041050W,                 34,               -104,,,,,1253,Haystack
      888468.000000,Dorsey Lake,          36.684752,        -104.554712,23893,888468,Dorsey Lake,Reservoir,NM,35,Colfax,7,364105N,1043317W,                 37,               -105,,,,,1898,Koehler
      888474.000000,Double Mills Reservoir,          33.260913,        -106.133607,23894,888474,Double Mills Reservoir,Reservoir,NM,35,Otero,35,331539N,1060801W,                 33,               -106,,,,,1314,Three Riv
      888476.000000,Double Tank,          32.193732,        -104.160495,23895,888476,Double Tank,Reservoir,NM,35,Eddy,15,321137N,1040938W,                 32,               -104,,,,,964,Bond Draw
      888477.000000,Double Tank,          32.270664,        -105.307190,23896,888477,Double Tank,Reservoir,NM,35,Otero,35,321614N,1051826W,                 32,               -105,,,,,1425,Cornucopi
      888478.000000,Double Tank,          33.367326,        -104.024682,23897,888478,Double Tank,Reservoir,NM,35,Chaves,5,332202N,1040129W,                 33,               -104,,,,,1168,Malstrom
      888479.000000,Double Tank,          33.687018,        -106.098330,23898,888479,Double Tank,Reservoir,NM,35,Socorro,53,334113N,1060554W,                 34,               -106,,,,,1550,Wagon Can
      888480.000000,Double Tank,          34.662276,        -107.388375,23899,888480,Double Tank,Reservoir,NM,35,Cibola,6,343944N,1072318W,                 35,               -107,,,,,2017,Cerro Del
      888481.000000,Double Tanks,          32.087032,        -108.645331,23900,888481,Double Tanks,Reservoir,NM,35,Hidalgo,23,320513N,1083843W,                 32,               -109,,,,,1429,South Pyr
      888482.000000,Double Tanks,          32.441487,        -105.796089,23901,888482,Double Tanks,Reservoir,NM,35,Otero,35,322629N,1054746W,                 32,               -106,,,,,1482,Otero Mes
      888483.000000,Double Tanks,          34.689763,        -108.932305,23902,888483,Double Tanks,Reservoir,NM,35,Cibola,6,344123N,1085556W,                 35,               -109,,,,,2041,Cantaralo
      888487.000000,Double Wells Tank,          32.894837,        -104.046621,23903,888487,Double Wells Tank,Reservoir,NM,35,Eddy,15,325341N,1040248W,                 33,               -104,,,,,1125,Basin Wel
      888492.000000,Doubtful Tank,          32.362580,        -108.967279,23904,888492,Doubtful Tank,Reservoir,NM,35,Hidalgo,23,322145N,1085802W,                 32,               -109,,,,,1305,Mondel
      888495.000000,Dousette Tank,          32.573422,        -106.333882,23905,888495,Dousette Tank,Reservoir,NM,35,Otero,35,323424N,1062002W,                 33,               -106,,,,,1214,Lake Luce
      888496.000000,Douthett Tank,          33.308717,        -104.019681,23906,888496,Douthett Tank,Reservoir,NM,35,Chaves,5,331831N,1040111W,                 33,               -104,,,,,1154,Malstrom
      888499.000000,Downs Tank,          33.347293,        -107.261701,23907,888499,Downs Tank,Reservoir,NM,35,Sierra,51,332050N,1071542W,                 33,               -107,,,,,1499,Huerfano
      888501.000000,Doyle Tank,          33.643428,        -103.948573,23908,888501,Doyle Tank,Reservoir,NM,35,Chaves,5,333836N,1035655W,                 34,               -104,,,,,1237,Curlew La
      888506.000000,Drake Tank,          33.954805,        -104.387750,23909,888506,Drake Tank,Reservoir,NM,35,Chaves,5,335717N,1042316W,                 34,               -104,,,,,1230,Swallow N
      888507.000000,Draw Tank,          33.348715,        -104.098850,23910,888507,Draw Tank,Reservoir,NM,35,Chaves,5,332055N,1040556W,                 33,               -104,,,,,1136,Malstrom
      888508.000000,Draw Tank,          35.063943,        -105.145001,23911,888508,Draw Tank,Reservoir,NM,35,Guadalupe,19,350350N,1050842W,                 35,               -105,,,,,1732,Mesa Palo
      888519.000000,Dripping Spring Tank,          32.259261,        -106.553605,23912,888519,Dripping Spring Tank,Reservoir,NM,35,Dona Ana,13,321533N,1063313W,                 32,               -107,,,,,1800,Organ Pea
      888525.000000,Drum Tank,          34.486177,        -106.024179,23913,888525,Drum Tank,Reservoir,NM,35,Torrance,57,342910N,1060127W,                 34,               -106,,,,,2038,Round Top
      888540.000000,Dry Mule Tank,          35.700874,        -103.983027,23914,888540,Dry Mule Tank,Reservoir,NM,35,San Migue,47,354203N,1035859W,                 36,               -104,,,,,1601,Chinaberr
      888545.000000,Dry Tank,          32.296220,        -105.272745,23915,888545,Dry Tank,Reservoir,NM,35,Otero,35,321746N,1051622W,                 32,               -105,,,,,1367,Cornucopi
      888546.000000,Dry Tank,          33.208405,        -107.555867,23916,888546,Dry Tank,Reservoir,NM,35,Sierra,51,331230N,1073321W,                 33,               -108,,,,,1768,Thumb Tan
      888547.000000,Dry Tank,          35.455604,        -103.539684,23917,888547,Dry Tank,Reservoir,NM,35,Harding,21,352720N,1033223W,                 35,               -104,,,,,1184,Montesito
      888551.000000,Dublin Tank,          32.368729,        -104.268560,23918,888551,Dublin Tank,Reservoir,NM,35,Eddy,15,322207N,1041607W,                 32,               -104,,,,,976,Kitchen C
      888557.000000,Duck Pond Tank,          35.430882,        -103.555517,23919,888557,Duck Pond Tank,Reservoir,NM,35,Harding,21,352551N,1033320W,                 35,               -104,,,,,1211,Montesito
      888558.000000,Duck Tank,          35.296164,        -103.853858,23920,888558,Duck Tank,Reservoir,NM,35,San Migue,47,351746N,1035114W,                 35,               -104,,,,,1194,Trinchera
      888561.000000,Dudley Tank,          34.441161,        -108.380065,23921,888561,Dudley Tank,Reservoir,NM,35,Catron,3,342628N,1082248W,                 34,               -108,,,,,2338,Mariano S
      888573.000000,Duncan Tank,          33.293990,        -104.684417,23922,888573,Duncan Tank,Reservoir,NM,35,Chaves,5,331738N,1044104W,                 33,               -105,,,,,1190,Hondo Res
      888574.000000,Duncan Tank,          33.499267,        -103.939127,23923,888574,Duncan Tank,Reservoir,NM,35,Chaves,5,332957N,1035621W,                 33,               -104,,,,,1215,Oasis
      888585.000000,Duran Tank,          34.645319,        -108.997029,23924,888585,Duran Tank,Reservoir,NM,35,Cibola,6,343843N,1085949W,                 35,               -109,,,,,1994,Cantaralo
      888586.000000,Duran Tank,          35.074498,        -105.208892,23925,888586,Duran Tank,Reservoir,NM,35,Guadalupe,19,350428N,1051232W,                 35,               -105,,,,,1792,Mesa Palo
      888587.000000,Durand Reservoir,          33.228161,        -104.353854,23926,888587,Durand Reservoir,Reservoir,NM,35,Chaves,5,331341N,1042114W,                 33,               -104,,,,,1042,Dexter Ea
      888605.000000,E L Paso Tank,          32.411498,        -105.274693,23927,888605,E L Paso Tank,Reservoir,NM,35,Otero,35,322441N,1051629W,                 32,               -105,,,,,1478,Cornucopi
      888606.000000,E L Tank,          33.968694,        -104.748036,23928,888606,E L Tank,Reservoir,NM,35,Chaves,5,335807N,1044453W,                 34,               -105,,,,,1395,Mesa
      888622.000000,Eagle Tank,          34.395880,        -108.672848,23929,888622,Eagle Tank,Reservoir,NM,35,Catron,3,342345N,1084022W,                 34,               -109,,,,,2058,Lake Armi
      888630.000000,Earl Tank,          32.249830,        -105.427750,23930,888630,Earl Tank,Reservoir,NM,35,Otero,35,321459N,1052540W,                 32,               -105,,,,,1357,Shiloh Hi
      888634.000000,East Apple Tank,          32.079012,        -104.112712,23931,888634,East Apple Tank,Reservoir,NM,35,Eddy,15,320444N,1040646W,                 32,               -104,,,,,911,Red Bluff
      888635.000000,East Avilas Tank,          33.145071,        -107.595311,23932,888635,East Avilas Tank,Reservoir,NM,35,Sierra,51,330842N,1073543W,                 33,               -108,,,,,1805,Thumb Tan
      888646.000000,East Center Tank,          32.110643,        -108.621163,23933,888646,East Center Tank,Reservoir,NM,35,Hidalgo,23,320638N,1083716W,                 32,               -109,,,,,1385,Coyote Pe
      888670.000000,East King Tank,          36.806113,        -108.242576,23934,888670,East King Tank,Reservoir,NM,35,San Juan,45,364822N,1081433W,                 37,               -108,,,,,1708,Farmingto
      888675.000000,East Lake,          36.878890,        -108.262023,23935,888675,East Lake,Reservoir,NM,35,San Juan,45,365244N,1081543W,                 37,               -108,,,,,1718,Purgatory
      888681.000000,East Myers Tank,          33.021183,        -107.566975,23936,888681,East Myers Tank,Reservoir,NM,35,Sierra,51,330116N,1073401W,                 33,               -108,,,,,1847,Bell Moun
      888684.000000,East Pasture Tank,          33.032297,        -106.979187,23937,888684,East Pasture Tank,Reservoir,NM,35,Sierra,51,330156N,1065845W,                 33,               -107,,,,,1406,Polecat T
      888685.000000,East Plains Tank,          33.537323,        -103.693567,23938,888685,East Plains Tank,Reservoir,NM,35,Lea,25,333214N,1034137W,                 34,               -104,,,,,1348,Button Me
      888691.000000,East Sand Tank,          33.541767,        -103.734957,23939,888691,East Sand Tank,Reservoir,NM,35,Chaves,5,333230N,1034406W,                 34,               -104,,,,,1352,Button Me
      888697.000000,East Side Tank,          35.354218,        -103.206063,23940,888697,East Side Tank,Reservoir,NM,35,Quay,37,352115N,1031222W,                 35,               -103,,,,,1178,Blue Hole
      888698.000000,East South Salado Peak Tank,          33.118405,        -107.575588,23941,888698,East South Salado Peak,Reservoir,NM,35,Sierra,51,330706N,1073432W,                 33,               -108,,,,,1821,Bell Moun
      888702.000000,East Tank,          31.970096,        -107.661136,23942,888702,East Tank,Reservoir,NM,35,Luna,29,315812N,1073940W,                 32,               -108,,,,,1253,North Pea
      888703.000000,East Tank,          31.983427,        -108.223930,23943,888703,East Tank,Reservoir,NM,35,Grant,17,315900N,1081326W,                 32,               -108,,,,,1521,Hat Top M
      888704.000000,East Tank,          32.011514,        -103.741027,23944,888704,East Tank,Reservoir,NM,35,Eddy,15,320041N,1034428W,                 32,               -104,,,,,951,Paduca Br
      888705.000000,East Tank,          32.264840,        -104.266057,23945,888705,East Tank,Reservoir,NM,35,Eddy,15,321553N,1041558W,                 32,               -104,,,,,991,Kitchen C
      888706.000000,East Tank,          32.301775,        -105.339692,23946,888706,East Tank,Reservoir,NM,35,Otero,35,321806N,1052023W,                 32,               -105,,,,,1404,Cornucopi
      888707.000000,East Tank,          32.449530,        -107.222519,23947,888707,East Tank,Reservoir,NM,35,Dona Ana,13,322658N,1071321W,                 32,               -107,,,,,1538,Magdalena
      888708.000000,East Tank,          33.540934,        -103.597455,23948,888708,East Tank,Reservoir,NM,35,Lea,25,333227N,1033551W,                 34,               -104,,,,,1339,Flying M
      888709.000000,East Tank,          33.590373,        -104.103297,23949,888709,East Tank,Reservoir,NM,35,Chaves,5,333525N,1040612W,                 34,               -104,,,,,1220,Sardine L
      888710.000000,East Tank,          33.716759,        -103.885517,23950,888710,East Tank,Reservoir,NM,35,Chaves,5,334300N,1035308W,                 34,               -104,,,,,1260,Curlew La
      888711.000000,East Tank,          33.762033,        -104.146633,23951,888711,East Tank,Reservoir,NM,35,Chaves,5,334543N,1040848W,                 34,               -104,,,,,1218,Haystack
      888712.000000,East Tank,          33.892584,        -104.306359,23952,888712,East Tank,Reservoir,NM,35,Chaves,5,335333N,1041823W,                 34,               -104,,,,,1155,Deering P
      888713.000000,East Tank,          34.045637,        -104.831650,23953,888713,East Tank,Reservoir,NM,35,Chaves,5,340244N,1044954W,                 34,               -105,,,,,1425,Wire Lake
      888714.000000,East Tank,          34.603389,        -107.425041,23954,888714,East Tank,Reservoir,NM,35,Cibola,6,343612N,1072530W,                 35,               -107,,,,,1942,Field Ran
      888715.000000,East Tank,          34.615891,        -107.116146,23955,888715,East Tank,Reservoir,NM,35,Valencia,61,343657N,1070658W,                 35,               -107,,,,,1693,Comanche
      888716.000000,East Tank,          34.692554,        -107.325873,23956,888716,East Tank,Reservoir,NM,35,Cibola,6,344133N,1071933W,                 35,               -107,,,,,1965,Chicken M
      888717.000000,East Tank,          34.897549,        -107.148927,23957,888717,East Tank,Reservoir,NM,35,Valencia,61,345351N,1070856W,                 35,               -107,,,,,1745,Correo
      888718.000000,East Tank,          35.048943,        -105.258060,23958,888718,East Tank,Reservoir,NM,35,Guadalupe,19,350256N,1051529W,                 35,               -105,,,,,1793,Potrillo
      888719.000000,East Tank,          35.289497,        -104.024695,23959,888719,East Tank,Reservoir,NM,35,San Migue,47,351722N,1040129W,                 35,               -104,,,,,1464,Monument
      888720.000000,East Tank,          32.106199,        -108.530328,23960,888720,East Tank,Reservoir,NM,35,Grant,17,320622N,1083149W,                 32,               -109,,,,,1331,Coyote Pe
      888766.000000,Echo Tank,          35.694190,        -107.479216,23961,888766,Echo Tank,Reservoir,NM,35,McKinley,31,354139N,1072845W,                 36,               -107,,,,,1976,Mesita De
      888779.000000,Edwardo Tank,          35.045611,        -105.070555,23962,888779,Edwardo Tank,Reservoir,NM,35,Guadalupe,19,350244N,1050414W,                 35,               -105,,,,,1683,Thompson
      888809.000000,El Grande Tank,          34.712558,        -106.648358,23963,888809,El Grande Tank,Reservoir,NM,35,Valencia,61,344245N,1063854W,                 35,               -107,,,,,1530,Tome
      888815.000000,El Norte Tank,          34.740335,        -106.639191,23964,888815,El Norte Tank,Reservoir,NM,35,Valencia,61,344425N,1063821W,                 35,               -107,,,,,1538,Tome
      888825.000000,El Represar de la Bolsa,          35.015332,        -105.578901,23965,888825,El Represar de la Bolsa,Reservoir,NM,35,Torrance,57,350055N,1053444W,                 35,               -106,,,,,2086,El Cabo
      888840.000000,Elephant Butte Reservoir,          33.154239,        -107.192251,23966,888840,Elephant Butte Reservoi,Reservoir,NM,35,Sierra,51,330915N,1071132W,                 33,               -107,,,,,1314,Elephant
      888845.000000,Elise Tank,          35.577544,        -104.322202,23967,888845,Elise Tank,Reservoir,NM,35,San Migue,47,353439N,1041920W,                 36,               -104,,,,,1364,Wade Cany
      888849.000000,Elkins Tank,          34.041471,        -103.859130,23968,888849,Elkins Tank,Reservoir,NM,35,Chaves,5,340229N,1035133W,                 34,               -104,,,,,1336,Gammil We
      888850.000000,Elkins Water Tank,          33.718424,        -104.058298,23969,888850,Elkins Water Tank,Reservoir,NM,35,Chaves,5,334306N,1040330W,                 34,               -104,,,,,1223,Elkins
      888856.000000,Elliott Tank,          35.240332,        -103.889137,23970,888856,Elliott Tank,Reservoir,NM,35,Quay,37,351425N,1035321W,                 35,               -104,,,,,1473,Cow Canyo
      888862.000000,Elmore Tank,          33.796473,        -104.591919,23971,888862,Elmore Tank,Reservoir,NM,35,Chaves,5,334747N,1043531W,                 34,               -105,,,,,1234,Mesa SE
      888865.000000,Elsies Tank,          34.500608,        -108.072005,23972,888865,Elsies Tank,Reservoir,NM,35,Catron,3,343002N,1080419W,                 35,               -108,,,,,2218,York Ranc
      888871.000000,Empedrados Tank,          35.037276,        -105.472232,23973,888871,Empedrados Tank,Reservoir,NM,35,Torrance,57,350214N,1052820W,                 35,               -105,,,,,1930,Jacinto M
      888872.000000,Emperado Tank,          35.473644,        -106.924760,23974,888872,Emperado Tank,Reservoir,NM,35,Sandoval,43,352825N,1065529W,                 35,               -107,,,,,1794,Collier D
      888885.000000,End of Line Tank,          32.309821,        -105.758309,23975,888885,End of Line Tank,Reservoir,NM,35,Otero,35,321835N,1054530W,                 32,               -106,,,,,1531,Otero Mes
      888903.000000,Escondida Tank,          32.122602,        -105.870531,23976,888903,Escondida Tank,Reservoir,NM,35,Otero,35,320721N,1055214W,                 32,               -106,,,,,1645,Bassett L
      888907.000000,Escondido Reservoir,          34.637559,        -106.982254,23977,888907,Escondido Reservoir,Reservoir,NM,35,Valencia,61,343815N,1065856W,                 35,               -107,,,,,1614,Belen NW
      888909.000000,Escondido Tank,          33.775342,        -107.145589,23978,888909,Escondido Tank,Reservoir,NM,35,Socorro,53,334631N,1070844W,                 34,               -107,,,,,1701,Puertecit
      888910.000000,Escondido Tank,          35.693912,        -107.639498,23979,888910,Escondido Tank,Reservoir,NM,35,McKinley,31,354138N,1073822W,                 36,               -108,,,,,2066,Hospah
      888915.000000,Eskimo Tank,          32.157609,        -105.396635,23980,888915,Eskimo Tank,Reservoir,NM,35,Otero,35,320927N,1052348W,                 32,               -105,,,,,1309,Shiloh Hi
      888916.000000,Esparauza Tank,          34.647002,        -107.075312,23981,888916,Esparauza Tank,Reservoir,NM,35,Valencia,61,343849N,1070431W,                 35,               -107,,,,,1667,Mesas Moj
      888934.000000,Eustace Lake,          35.084477,        -108.805916,23982,888934,Eustace Lake,Reservoir,NM,35,McKinley,31,350504N,1084821W,                 35,               -109,,,,,1926,Zuni
      888936.000000,Evans Tank,          33.076183,        -107.563920,23983,888936,Evans Tank,Reservoir,NM,35,Sierra,51,330434N,1073350W,                 33,               -108,,,,,1743,Bell Moun
      888940.000000,Eversaw Tank,          35.195886,        -104.834438,23984,888940,Eversaw Tank,Reservoir,NM,35,Guadalupe,19,351145N,1045004W,                 35,               -105,,,,,1594,Horse Pas
      888943.000000,Expensive Tank,          33.800643,        -104.146355,23985,888943,Expensive Tank,Reservoir,NM,35,Chaves,5,334802N,1040847W,                 34,               -104,,,,,1223,Haystack
      888964.000000,Far South Tank,          34.957557,        -105.323060,23986,888964,Far South Tank,Reservoir,NM,35,Torrance,57,345727N,1051923W,                 35,               -105,,,,,1859,Milagro S
      888966.000000,Farm Gate Tank,          35.087277,        -104.729990,23987,888966,Farm Gate Tank,Reservoir,NM,35,Guadalupe,19,350514N,1044348W,                 35,               -105,,,,,1550,Catfish F
      888973.000000,Farmer Tank,          36.865837,        -108.002013,23988,888973,Farmer Tank,Reservoir,NM,35,San Juan,45,365157N,1080007W,                 37,               -108,,,,,1797,Flora Vis
      888986.000000,Feed Pasture Tank,          35.180055,        -104.096640,23989,888986,Feed Pasture Tank,Reservoir,NM,35,San Migue,47,351048N,1040548W,                 35,               -104,,,,,1518,Muniz Can
      888987.000000,Felix Dee Tank,          35.074221,        -105.089444,23990,888987,Felix Dee Tank,Reservoir,NM,35,Guadalupe,19,350427N,1050522W,                 35,               -105,,,,,1710,Thompson
      888995.000000,Fence Lake,          35.846964,        -107.730889,23991,888995,Fence Lake,Reservoir,NM,35,McKinley,31,355049N,1074351W,                 36,               -108,,,,,2013,Whitehors
      888996.000000,Fence Line Tank,          34.304233,        -106.183898,23992,888996,Fence Line Tank,Reservoir,NM,35,Torrance,57,341815N,1061102W,                 34,               -106,,,,,2021,Bigbee Dr
      888998.000000,Fence Tank,          33.473433,        -104.110796,23993,888998,Fence Tank,Reservoir,NM,35,Chaves,5,332824N,1040639W,                 33,               -104,,,,,1169,Sardine M
      888999.000000,Fence Tank,          35.024220,        -105.694737,23994,888999,Fence Tank,Reservoir,NM,35,Torrance,57,350127N,1054141W,                 35,               -106,,,,,2120,Clines Co
      889005.000000,Ferguson Lake,          36.245588,        -104.550542,23995,889005,Ferguson Lake,Reservoir,NM,35,Colfax,7,361444N,1043302W,                 36,               -105,,,,,1782,Stony Lak
      889010.000000,Fernandez Tank,          33.955345,        -106.616126,23996,889010,Fernandez Tank,Reservoir,NM,35,Socorro,53,335719N,1063658W,                 34,               -107,,,,,1583,Prairie S
      889034.000000,Finger Lake,          35.388372,        -106.023633,23997,889034,Finger Lake,Reservoir,NM,35,Santa Fe,49,352318N,1060125W,                 35,               -106,,,,,1788,Picture R
      889043.000000,Fish Pond Tank,          32.939236,        -108.830892,23998,889043,Fish Pond Tank,Reservoir,NM,35,Grant,17,325621N,1084951W,                 33,               -109,,,,,1844,Applegate
      889046.000000,Fish Tank,          34.978112,        -105.335005,23999,889046,Fish Tank,Reservoir,NM,35,Torrance,57,345841N,1052006W,                 35,               -105,,,,,1853,Milagro S
      889048.000000,Fishback Tank,          35.656969,        -107.442827,24000,889048,Fishback Tank,Reservoir,NM,35,McKinley,31,353925N,1072634W,                 36,               -107,,,,,1941,Mesita De
      889052.000000,Fisher Tanks,          32.057326,        -105.917198,24001,889052,Fisher Tanks,Reservoir,NM,35,Otero,35,320326N,1055502W,                 32,               -106,,,,,1607,Mountain
      889058.000000,Fite Tank,          33.827289,        -106.783909,24002,889058,Fite Tank,Reservoir,NM,35,Socorro,53,334938N,1064702W,                 34,               -107,,,,,1467,San Anton
      889066.000000,Fivemile Tank,          33.799529,        -104.569696,24003,889066,Fivemile Tank,Reservoir,NM,35,Chaves,5,334758N,1043411W,                 34,               -105,,,,,1211,Mesa SE
      889076.000000,Flat Reservoir,          34.908104,        -107.273096,24004,889076,Flat Reservoir,Reservoir,NM,35,Cibola,6,345429N,1071623W,                 35,               -107,,,,,1717,Dough Mou
      889077.000000,Flat Tank,          32.105935,        -106.046367,24005,889077,Flat Tank,Reservoir,NM,35,Otero,35,320621N,1060247W,                 32,               -106,,,,,1344,Desert SE
      889078.000000,Flat Tank,          32.281782,        -104.393006,24006,889078,Flat Tank,Reservoir,NM,35,Eddy,15,321654N,1042335W,                 32,               -104,,,,,1101,Carnero P
      889079.000000,Flat Tank,          32.402582,        -108.788666,24007,889079,Flat Tank,Reservoir,NM,35,Hidalgo,23,322409N,1084719W,                 32,               -109,,,,,1283,Ninemile
      889080.000000,Flat Tank,          32.410643,        -107.526969,24008,889080,Flat Tank,Reservoir,NM,35,Luna,29,322438N,1073137W,                 32,               -108,,,,,1349,Florida
      889081.000000,Flat Tank,          33.893141,        -104.115245,24009,889081,Flat Tank,Reservoir,NM,35,Chaves,5,335335N,1040655W,                 34,               -104,,,,,1211,Olive
      889082.000000,Flat Tank,          34.186734,        -106.475290,24010,889082,Flat Tank,Reservoir,NM,35,Socorro,53,341112N,1062831W,                 34,               -106,,,,,1755,Bishop Ra
      889090.000000,Flay Tank,          32.064822,        -106.525269,24011,889090,Flay Tank,Reservoir,NM,35,Dona Ana,13,320353N,1063131W,                 32,               -107,,,,,1286,Anthony
      889097.000000,Flood Tank,          34.486440,        -108.216730,24012,889097,Flood Tank,Reservoir,NM,35,Catron,3,342911N,1081300W,                 34,               -108,,,,,2218,Blue Hill
      889102.000000,Flora Vista Tank,          36.831392,        -108.111461,24013,889102,Flora Vista Tank,Reservoir,NM,35,San Juan,45,364953N,1080641W,                 37,               -108,,,,,1764,Flora Vis
      889104.000000,Flores Tank,          33.682587,        -104.628863,24014,889104,Flores Tank,Reservoir,NM,35,Chaves,5,334057N,1043744W,                 34,               -105,,,,,1175,Rock Hous
      889113.000000,Floyd Lee Tank,          35.655302,        -107.673111,24015,889113,Floyd Lee Tank,Reservoir,NM,35,McKinley,31,353919N,1074023W,                 36,               -108,,,,,2074,Hospah
      889119.000000,Flying Eagle Tank,          32.451206,        -106.139708,24016,889119,Flying Eagle Tank,Reservoir,NM,35,Otero,35,322704N,1060823W,                 32,               -106,,,,,1263,Elephant
      889126.000000,Foothill Tank,          32.002868,        -108.815056,24017,889126,Foothill Tank,Reservoir,NM,35,Hidalgo,23,320010N,1084854W,                 32,               -109,,,,,1337,Table Top
      889127.000000,Foothill Tank,          34.523390,        -107.511987,24018,889127,Foothill Tank,Reservoir,NM,35,Socorro,53,343124N,1073043W,                 35,               -108,,,,,1908,Pueblo Vi
      889138.000000,Forest Tank,          34.028402,        -106.202223,24019,889138,Forest Tank,Reservoir,NM,35,Socorro,53,340142N,1061208W,                 34,               -106,,,,,1914,Turkey Ri
      889142.000000,Forest Well Tank,          33.968125,        -106.201666,24020,889142,Forest Well Tank,Reservoir,NM,35,Socorro,53,335805N,1061206W,                 34,               -106,,,,,1917,Cooper Ca
      889168.000000,Foster Ranch Tanks,          32.143435,        -105.889698,24021,889168,Foster Ranch Tanks,Reservoir,NM,35,Otero,35,320836N,1055323W,                 32,               -106,,,,,1565,Owl Tank
      889169.000000,Foster Tank,          32.922292,        -108.816447,24022,889169,Foster Tank,Reservoir,NM,35,Grant,17,325520N,1084859W,                 33,               -109,,,,,1828,Applegate
      889170.000000,Foster Tank,          33.949791,        -106.335282,24023,889170,Foster Tank,Reservoir,NM,35,Socorro,53,335659N,1062007W,                 34,               -106,,,,,1710,Wrye Peak
      889192.000000,Fourmile Reservoir,          36.866667,        -108.317857,24024,889192,Fourmile Reservoir,Reservoir,NM,35,San Juan,45,365200N,1081904W,                 37,               -108,,,,,1678,Youngs La
      889193.000000,Fourmile Tank,          32.026223,        -105.215236,24025,889193,Fourmile Tank,Reservoir,NM,35,Otero,35,320134N,1051255W,                 32,               -105,,,,,1154,Culp Draw
      889204.000000,Fox Tank,          33.075072,        -107.505586,24026,889204,Fox Tank,Reservoir,NM,35,Sierra,51,330430N,1073020W,                 33,               -108,,,,,1709,Bell Moun
      889218.000000,Frank Tank,          33.321182,        -107.461980,24027,889218,Frank Tank,Reservoir,NM,35,Sierra,51,331916N,1072743W,                 33,               -107,,,,,1672,Priest Ta
      889219.000000,Frank Tapia Tank,          35.040608,        -105.650013,24028,889219,Frank Tapia Tank,Reservoir,NM,35,Torrance,57,350226N,1053900W,                 35,               -106,,,,,2132,Clines Co
      889221.000000,Franklin Tank,          34.447272,        -108.384787,24029,889221,Franklin Tank,Reservoir,NM,35,Catron,3,342650N,1082305W,                 34,               -108,,,,,2343,Mariano S
      889222.000000,Franks Dam,          36.089756,        -103.381060,24030,889222,Franks Dam,Reservoir,NM,35,Union,59,360523N,1032252W,                 36,               -103,,,,,1436,Pedernal
      889223.000000,Franks Pit,          35.117551,        -105.484733,24031,889223,Franks Pit,Reservoir,NM,35,San Migue,47,350703N,1052905W,                 35,               -105,,,,,2055,Jacinto M
      889228.000000,Fred Tank,          32.603717,        -105.349143,24032,889228,Fred Tank,Reservoir,NM,35,Chaves,5,323613N,1052057W,                 33,               -105,,,,,1760,Cornucopi
      889234.000000,Frenchman Tank,          33.662018,        -106.249446,24033,889234,Frenchman Tank,Reservoir,NM,35,Socorro,53,333943N,1061458W,                 34,               -106,,,,,1625,Red Canyo
      889239.000000,Frijole Tank,          31.922319,        -107.927531,24034,889239,Frijole Tank,Reservoir,NM,35,Luna,29,315520N,1075539W,                 32,               -108,,,,,1355,Hermanas
      889241.000000,Frio Tank,          35.281442,        -103.816358,24035,889241,Frio Tank,Reservoir,NM,35,San Migue,47,351653N,1034859W,                 35,               -104,,,,,1235,Trinchera
      889245.000000,Frog Tank,          32.198442,        -105.392192,24036,889245,Frog Tank,Reservoir,NM,35,Otero,35,321154N,1052332W,                 32,               -105,,,,,1341,Shiloh Hi
      889246.000000,Frog Tank,          33.925625,        -106.066384,24037,889246,Frog Tank,Reservoir,NM,35,Socorro,53,335532N,1060359W,                 34,               -106,,,,,1761,Lovelace
      889263.000000,Fuller Tank,          33.362574,        -106.790851,24038,889263,Fuller Tank,Reservoir,NM,35,Socorro,53,332145N,1064727W,                 33,               -107,,,,,1586,Fence Can
